"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"11",1,11,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Air travel should not just be for elites: expanding Heathrow will make flights cheaper and more accessible for ordinary working people.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Appeal to populism","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"12",1,12,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Given the obvious problems of expanding Heathrow, the common sense solution is to build additional capacity elsewhere.","Ad hominem","Common sense","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"13",1,13,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is just common sense that an airport as congested as Heathrow should be expanded.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Common sense","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"14",1,14,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","The unnecessarily large costs of expansion at Heathrow will end up falling on taxpayers and airline passengers, and will outweigh any potential benefits.","Ad hominem","Cost/benefit","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"15",1,15,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Expansion at Heathrow will bring real benefits across the country, including a boost of up to £74 billion to passengers and the wider economy, and these will easily surpass the costs of expansion.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Cost/benefit","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"16",1,16,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Expansion is not necessary, as Heathrow already has more international flights each week than either Charles de Gaulle or Frankfurt, both of which have more runways than Heathrow.","Ad hominem","Country comparison","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"17",1,17,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Major European international airports have more runways than Heathrow, putting the UK at a competitive disadvantage.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Country comparison","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"18",1,18,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","The crisis of noise and air pollution around Heathrow will only be made worse by the addition of a third runway.","Ad hominem","Crisis","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"19",1,19,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow has a capacity crisis: without a third runway, delays will increase and more flights will be cancelled.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Crisis","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"20",1,20,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Heathrow is the clogged artery of the UK aviation network, and expansion is the best possible treatment.","Ad hominem","Metaphor","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"21",1,21,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow does not need expanding, as it is already the beating heart of the UK aviation network.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Metaphor","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"22",1,22,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","As air travel is one of the largest contributers to the world's carbon emissions, we have a moral responsibility to reduce air travel, not to increase it by building bigger airports. ","Ad hominem","Morality","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"23",1,23,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is wrong to let local interests get in the way of the national interest in having an internationally competitive airport.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Morality","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"24",1,24,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Recent polling shows that more people want to expand other London airports, rather than expanding Heathrow.","Ad hominem","Public Opinion","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"25",1,25,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","A 2014 poll showed that many more people were in favour of a third runway at Heathrow than opposed it.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Public Opinion","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"26",1,26,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","An unintended consequence of expansion at Heathrow would be to add further vehicle traffic to an already overburdened motorway system around London.","Ad hominem","Side Effects","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"27",1,27,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","In addition to the immediate benefits of Heathrow expansion for passangers, it will have the side-effect of benefitting businesses and individuals right across the country by bringing additional growth to the UK economy.","Building a third runway would be giving a blank cheque to the foreign-owned multinational company that runs Heathrow. ","Side Effects","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"28",1,28,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","Ad hominem","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"29",1,29,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","The Airports Commission, an independent body established to study the issue, have argued that expanding Heathrow is ""the most effective option to address the UK's aviation capacity challenge"".","Ad hominem","Appeal to authority/endorsement","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"30",1,30,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","The Heathrow expansion is another example of London and the south-east getting more than their fair share of investment, spending, jobs and benefits.","Ad hominem","Appeal to fairness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"31",1,31,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","The decision to expand Heathrow is the result of a fair and transparent process which weighed all the relevant concerns.","Ad hominem","Appeal to fairness","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"32",1,32,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Ad hominem","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"33",1,33,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Ad hominem","Appeal to history","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"34",1,34,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Ad hominem","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"35",1,35,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Ad hominem","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"36",1,36,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Expanding Heathrow will enrich a private foreign-owned business at the expense of higher fares for ordinary passengers.","Ad hominem","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"37",1,37,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Air travel should not just be for elites: expanding Heathrow will make flights cheaper and more accessible for ordinary working people.","Ad hominem","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"38",1,38,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Given the obvious problems of expanding Heathrow, the common sense solution is to build additional capacity elsewhere.","Ad hominem","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"39",1,39,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","It is just common sense that an airport as congested as Heathrow should be expanded.","Ad hominem","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"40",1,40,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","The unnecessarily large costs of expansion at Heathrow will end up falling on taxpayers and airline passengers, and will outweigh any potential benefits.","Ad hominem","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"41",1,41,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Expansion at Heathrow will bring real benefits across the country, including a boost of up to £74 billion to passengers and the wider economy, and these will easily surpass the costs of expansion.","Ad hominem","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"42",1,42,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Expansion is not necessary, as Heathrow already has more international flights each week than either Charles de Gaulle or Frankfurt, both of which have more runways than Heathrow.","Ad hominem","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"43",1,43,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Major European international airports have more runways than Heathrow, putting the UK at a competitive disadvantage.","Ad hominem","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"44",1,44,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","The crisis of noise and air pollution around Heathrow will only be made worse by the addition of a third runway.","Ad hominem","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"45",1,45,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Heathrow has a capacity crisis: without a third runway, delays will increase and more flights will be cancelled.","Ad hominem","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"46",1,46,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Heathrow is the clogged artery of the UK aviation network, and expansion is the best possible treatment.","Ad hominem","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"47",1,47,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Heathrow does not need expanding, as it is already the beating heart of the UK aviation network.","Ad hominem","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"48",1,48,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","As air travel is one of the largest contributers to the world's carbon emissions, we have a moral responsibility to reduce air travel, not to increase it by building bigger airports. ","Ad hominem","Morality","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"49",1,49,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","It is wrong to let local interests get in the way of the national interest in having an internationally competitive airport.","Ad hominem","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"50",1,50,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","Recent polling shows that more people want to expand other London airports, rather than expanding Heathrow.","Ad hominem","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"51",1,51,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","A 2014 poll showed that many more people were in favour of a third runway at Heathrow than opposed it.","Ad hominem","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"52",1,52,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","An unintended consequence of expansion at Heathrow would be to add further vehicle traffic to an already overburdened motorway system around London.","Ad hominem","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"53",1,53,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The arguments against the expansion at Heathrow are being made in bad faith by people with narrow and selfish interests.","In addition to the immediate benefits of Heathrow expansion for passangers, it will have the side-effect of benefitting businesses and individuals right across the country by bringing additional growth to the UK economy.","Ad hominem","Side Effects","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"54",1,54,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The Airports Commission, an independent body established to study the issue, have argued that expanding Heathrow is ""the most effective option to address the UK's aviation capacity challenge"".","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","Appeal to authority/endorsement","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"55",1,55,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","The Heathrow expansion is another example of London and the south-east getting more than their fair share of investment, spending, jobs and benefits.","Appeal to authority/endorsement","Appeal to fairness","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"56",1,56,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","The decision to expand Heathrow is the result of a fair and transparent process which weighed all the relevant concerns.","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","Appeal to fairness","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"57",1,57,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Appeal to authority/endorsement","Appeal to history","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"58",1,58,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Research from Greenpeace suggests that Heathrow expansion would increase greenhouse-gas emissions to levels that would be irreconcilable with internationally agreed levels.","Appeal to history","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
