"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"11",10,11,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The only people who think that it is not important for UK to have a strong nuclear deterrent are metropolitan elites.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Appeal to populism","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"12",10,12,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","It is common sense to not spend a substantial fraction of our defense budget on weapons systems that will never be used.","Ad hominem","Common sense","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"13",10,13,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","It is common sense that we must have a strong nuclear deterrent in a world where nations like Russia and North Korea have nuclear weapons.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Common sense","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"14",10,14,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Replacing Trident would have considerable costs, as it would require an additional 6% of the UK's defence budget, which will further reduce the amount we can spend on conventional armed forces.","Ad hominem","Cost/benefit","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"15",10,15,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Although it is expensive, the benefits of Trident are considerable: no alternative system is as capable, resilient or cost-effective as a Trident-based deterrent. ","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Cost/benefit","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"16",10,16,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Other countries -- including South Africa, Brazil and Argentina -- have made serious unilateral efforts to bring about nuclear disarmament, and we should join them.","Ad hominem","Country comparison","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"17",10,17,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","We do not want to lag behind other major world powers -- including Russia, the US, China and France -- who are in the process of spending billions of pounds renewing their own submarine-based nuclear weapons.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Country comparison","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"18",10,18,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","The crisis in our military is the decline of our conventional forces, and we should spend our money addressing this very real problem, rather than on renewing Trident.","Ad hominem","Crisis","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"19",10,19,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","A submarine-based nuclear deterrant is the best defence against a potential nuclear crisis.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Crisis","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"20",10,20,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Spending enormous amounts on Trident is like buying a tank to try to fight a swarm of mosquitoes.","Ad hominem","Metaphor","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"21",10,21,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Giving up our nuclear deterrant will leave us naked in global power politics.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Metaphor","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"22",10,22,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Nuclear weapons are morally obscene: a technology that is capable of destruction and death at an indiscriminate and barbaric level.","Ad hominem","Morality","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"23",10,23,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","If the consequence of possessing a nuclear weapon is that nobody else launches their own, and thus a conflict in which many millions would die is averted, then it is a moral imperative to possess that weapon.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Morality","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"24",10,24,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","A recent survey suggests that the UK public are in favour of finding a cheaper way of keeping nuclear weapons, rather than renewing the Trident system.","Ad hominem","Public Opinion","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"25",10,25,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","In poll after poll, two thirds of the British people endorse keeping and updating our Trident nuclear weapons system.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Public Opinion","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"26",10,26,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","One side effect of our continuing possession of nuclear weapons is to encourage other countries to maintain their own nuclear arsenals.","Ad hominem","Side Effects","Con","Con","Please read the following <b>two arguments against</b> renewing Trident.","Argument One (Against)","Argument Two (Against)"
"27",10,27,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","One side effect of renewing the Trident system is that it will provide employment and economic benefits to many parts of the country.","The military industrial complex is lobbying hard to spend massive amounts of public money on a Trident replacement.","Side Effects","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"28",10,28,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","A recent report by Chatham House documents 13 incidents since 1962 in which nuclear weapons have nearly been used in error.","Ad hominem","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"29",10,29,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Experts within the UK armed forces emphasise the strategic importance of the Trident deterrent, particularly in our relationship with our NATO allies.","Ad hominem","Appeal to authority/endorsement","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"30",10,30,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","It is not fair to spend vast amounts of money on our nuclear arsenal when that money is desparately needed elsewhere.","Ad hominem","Appeal to fairness","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"31",10,31,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Failing to renew Trident would be unfair to our children, who face an increasingly dangerous world.","Ad hominem","Appeal to fairness","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"32",10,32,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","The Trident system was designed to deter the Soviet Union, which no longer exists.","Ad hominem","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"33",10,33,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Our Trident nuclear deterrent has been a vital part of our national security strategy for over half a century.","Ad hominem","Appeal to history","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"34",10,34,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Great Britain does not need status-symbol weapons such as Trident in order to hold on to our place as a leading nation in the world. ","Ad hominem","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"35",10,35,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","The Trident system guarantees the UK a place at the world's top table.","Ad hominem","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"36",10,36,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","These kinds of weapon systems are just toys for elites, they are irrelevant to the concerns of ordinary people.","Ad hominem","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"37",10,37,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","The only people who think that it is not important for UK to have a strong nuclear deterrent are metropolitan elites.","Ad hominem","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"38",10,38,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","It is common sense to not spend a substantial fraction of our defense budget on weapons systems that will never be used.","Ad hominem","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"39",10,39,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","It is common sense that we must have a strong nuclear deterrent in a world where nations like Russia and North Korea have nuclear weapons.","Ad hominem","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"40",10,40,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Replacing Trident would have considerable costs, as it would require an additional 6% of the UK's defence budget, which will further reduce the amount we can spend on conventional armed forces.","Ad hominem","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"41",10,41,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Although it is expensive, the benefits of Trident are considerable: no alternative system is as capable, resilient or cost-effective as a Trident-based deterrent. ","Ad hominem","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"42",10,42,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Other countries -- including South Africa, Brazil and Argentina -- have made serious unilateral efforts to bring about nuclear disarmament, and we should join them.","Ad hominem","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"43",10,43,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","We do not want to lag behind other major world powers -- including Russia, the US, China and France -- who are in the process of spending billions of pounds renewing their own submarine-based nuclear weapons.","Ad hominem","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"44",10,44,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","The crisis in our military is the decline of our conventional forces, and we should spend our money addressing this very real problem, rather than on renewing Trident.","Ad hominem","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"45",10,45,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","A submarine-based nuclear deterrant is the best defence against a potential nuclear crisis.","Ad hominem","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"46",10,46,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Spending enormous amounts on Trident is like buying a tank to try to fight a swarm of mosquitoes.","Ad hominem","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"47",10,47,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Giving up our nuclear deterrant will leave us naked in global power politics.","Ad hominem","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"48",10,48,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","Nuclear weapons are morally obscene: a technology that is capable of destruction and death at an indiscriminate and barbaric level.","Ad hominem","Morality","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"49",10,49,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","If the consequence of possessing a nuclear weapon is that nobody else launches their own, and thus a conflict in which many millions would die is averted, then it is a moral imperative to possess that weapon.","Ad hominem","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"50",10,50,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","A recent survey suggests that the UK public are in favour of finding a cheaper way of keeping nuclear weapons, rather than renewing the Trident system.","Ad hominem","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"51",10,51,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","In poll after poll, two thirds of the British people endorse keeping and updating our Trident nuclear weapons system.","Ad hominem","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"52",10,52,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","One side effect of our continuing possession of nuclear weapons is to encourage other countries to maintain their own nuclear arsenals.","Ad hominem","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
"53",10,53,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Only hippies and cowards think it is a good idea to unilaterally drop our nuclear deterrant.","One side effect of renewing the Trident system is that it will provide employment and economic benefits to many parts of the country.","Ad hominem","Side Effects","Pro","Pro","Please read the following <b>two arguments in favour</b> of renewing Trident.","Argument One (For)","Argument Two (For)"
"54",10,54,"Renewing Trident","The UK's nuclear deterrent consists of 4 missile-carrying nuclear submarines, commonly known as the Trident programme. The submarines were built in the 1990s and are now due for renewal. Some people think the UK should renew the Trident programme (""for""), while others are opposed (""against"").","Experts within the UK armed forces emphasise the strategic importance of the Trident deterrent, particularly in our relationship with our NATO allies.","A recent report by Chatham House documents 13 incidents since 1962 in which nuclear weapons have nearly been used in error.","Appeal to authority/endorsement","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> renewing Trident.","Argument One (For)","Argument Two (Against)"
