"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"28",5,28,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Ad hominem","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"29",5,29,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The government's Chief Scientific Advisor has said that fracking could dramatically increase accessible UK natural gas reserves.","Ad hominem","Appeal to authority/endorsement","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"30",5,30,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking is unfair to those residents who live closest to the drilling sites.","Ad hominem","Appeal to fairness","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"31",5,31,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","It is unfair to make people pay more to heat their homes because of misplaced concerns about fracking.","Ad hominem","Appeal to fairness","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"32",5,32,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","History shows us that government regulation does not prevent environmental disasters and fracking creates a high risk of accidents.","Ad hominem","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"33",5,33,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The UK has a long history of effective regulation of successful and safe onshore and offshore gas extraction, and there is no reason for fracking to be any different.","Ad hominem","Appeal to history","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"34",5,34,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The UK should be leading the world by adopting clean and renewable energy sources, not investing further in fossil fuels such as those produced by fracking.","Ad hominem","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"35",5,35,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking has the potential to help make the UK a world leader in new energy technologies, and to make it self-sufficient in energy production.","Ad hominem","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"36",5,36,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking will produce windfall profits for energy multinationals, but little benefit for ordinary people.","Ad hominem","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"37",5,37,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking will enable us to reduce the cost of fuel, which may not be much concern to elites, but matters a great deal to ordinary people who are struggling to get by.","Ad hominem","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"38",5,38,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","It is common sense that as we are trying to address climate change we should not be using fracking to increase our use of fossil fuels.","Ad hominem","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"39",5,39,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","It is common sense that we should use fracking to take advantage of the natural gas resources that we have.","Ad hominem","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"40",5,40,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The benefits that could results from fracking are too uncertain to justify the costs of extracting gas in this way in the UK.","Ad hominem","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"41",5,41,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The benefits of fracking include both lower gas prices and jobs in communities that desparately need them.","Ad hominem","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"42",5,42,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","In the US, fracking has caused increased earthquakes and water supplies so tainted with gas that kitchen taps can sustain a flame.","Ad hominem","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"43",5,43,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","In the US, the development of new fracking technologies has helped to increase domestic energy production, reduced carbon emissions and improved the security of energy supply.","Ad hominem","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"44",5,44,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The climate change crisis cannot be effectively addressed through fracking: we will just be switching between different non-renewable fossil fuel energy sources.","Ad hominem","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"45",5,45,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The climate change crisis can be most effectively addressed if we use all the tools at our disposal to reduce carbon emissions: gas from fracking is better for the environment than coal or oil.","Ad hominem","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"46",5,46,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking is another scorched earth resource extraction technology.","Ad hominem","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"47",5,47,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","Fracking can provide a bridge to a greener future.","Ad hominem","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"48",5,48,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","It is our moral duty to protect the environment from a risky fracking scheme with unclear benefits.","Ad hominem","Morality","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"49",5,49,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","It is our moral duty to take responsibility for generating our own energy supplies, and fracking can help us to achieve this.","Ad hominem","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"50",5,50,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","A recent survey showed that only 19% of people support fracking.","Ad hominem","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"51",5,51,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","The tiny group of people who protest about fracking are not at all representative of public opinion.","Ad hominem","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"52",5,52,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","One side-effect of exploratory fracking seems to be that it can cause small earthquakes. ","Ad hominem","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"53",5,53,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Anti-fracking environmental messages are often promoted by Russia with the goal of maintaining other countries' dependence on Russian gas and oil supplies.","One side-effect of fracking would be to decrease the usage of oil and coal, thereby reducing pollution and greenhouse gas emissions. ","Ad hominem","Side Effects","Pro","Pro","Please read the following <b>two arguments in favour</b> of fracking in the UK.","Argument One (For)","Argument Two (For)"
"54",5,54,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The government's Chief Scientific Advisor has said that fracking could dramatically increase accessible UK natural gas reserves.","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Appeal to authority/endorsement","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"55",5,55,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Fracking is unfair to those residents who live closest to the drilling sites.","Appeal to authority/endorsement","Appeal to fairness","Con","Con","Please read the following <b>two arguments against</b> fracking in the UK.","Argument One (Against)","Argument Two (Against)"
"56",5,56,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","It is unfair to make people pay more to heat their homes because of misplaced concerns about fracking.","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Appeal to fairness","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"57",5,57,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","History shows us that government regulation does not prevent environmental disasters and fracking creates a high risk of accidents.","Appeal to authority/endorsement","Appeal to history","Con","Con","Please read the following <b>two arguments against</b> fracking in the UK.","Argument One (Against)","Argument Two (Against)"
"58",5,58,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The UK has a long history of effective regulation of successful and safe onshore and offshore gas extraction, and there is no reason for fracking to be any different.","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Appeal to history","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"59",5,59,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","The UK should be leading the world by adopting clean and renewable energy sources, not investing further in fossil fuels such as those produced by fracking.","Appeal to authority/endorsement","Appeal to national greatness","Con","Con","Please read the following <b>two arguments against</b> fracking in the UK.","Argument One (Against)","Argument Two (Against)"
"60",5,60,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","Fracking has the potential to help make the UK a world leader in new energy technologies, and to make it self-sufficient in energy production.","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Appeal to national greatness","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> fracking in the UK.","Argument One (For)","Argument Two (Against)"
"61",5,61,"Fracking in the UK","Fracking is a process of injecting liquid underground to force out oil or gas. Some people are in favour of allowing fracking in the UK (""for""), others are opposed (""against"").","The Committee on Climate Change, the government's official advisers, has said that shale gas production through fracking will break the UK's climate change targets.","Fracking will produce windfall profits for energy multinationals, but little benefit for ordinary people.","Appeal to authority/endorsement","Appeal to populism","Con","Con","Please read the following <b>two arguments against</b> fracking in the UK.","Argument One (Against)","Argument Two (Against)"
